"age","marital","education","housing","loan","contact","month","duration","pdays","TermDeposit"
41,"divorced","tertiary","no","no","cellular","nov",39,-1,"no"
34,"married","secondary","yes","no","cellular","jul",154,-1,"no"
53,"married","tertiary","no","yes","cellular","jul",223,-1,"no"
45,"married","secondary","yes","no","telephone","jul",208,-1,"no"
37,"married","secondary","yes","no","unknown","may",176,-1,"no"
38,"married","secondary","yes","no","unknown","may",134,-1,"no"
34,"married","tertiary","yes","no","cellular","aug",593,-1,"yes"
36,"single","tertiary","yes","no","cellular","sep",155,184,"yes"
39,"single","secondary","yes","no","cellular","may",149,-1,"no"
31,"divorced","tertiary","no","yes","cellular","jul",53,-1,"no"
32,"married","primary","yes","no","cellular","apr",297,-1,"no"
72,"single","tertiary","no","no","cellular","aug",553,-1,"no"
41,"married","secondary","yes","yes","unknown","may",210,-1,"no"
38,"married","tertiary","yes","no","unknown","jul",196,-1,"no"
59,"divorced","tertiary","yes","no","telephone","may",287,-1,"no"
36,"divorced","unknown","yes","no","unknown","may",377,-1,"no"
38,"married","secondary","no","no","cellular","aug",926,-1,"yes"
36,"single","secondary","no","no","cellular","nov",186,-1,"no"
49,"married","secondary","yes","no","cellular","may",219,-1,"no"
36,"single","tertiary","no","yes","unknown","jul",85,-1,"no"
33,"married","primary","yes","yes","cellular","nov",158,-1,"no"
40,"married","secondary","yes","yes","cellular","jul",140,-1,"no"
56,"divorced","secondary","yes","yes","cellular","feb",576,-1,"no"
33,"married","secondary","yes","no","unknown","may",54,-1,"no"
32,"married","secondary","yes","no","cellular","jul",103,-1,"no"
45,"single","secondary","yes","no","cellular","nov",34,-1,"no"
44,"single","unknown","no","no","cellular","oct",189,185,"no"
53,"single","primary","yes","no","unknown","jun",96,-1,"no"
38,"married","secondary","yes","yes","unknown","jun",1030,-1,"no"
49,"divorced","tertiary","no","no","unknown","jun",29,-1,"no"
60,"divorced","tertiary","no","no","cellular","jul",490,-1,"no"
40,"married","secondary","no","no","cellular","aug",1099,-1,"no"
42,"divorced","secondary","no","no","cellular","may",300,358,"no"
32,"married","secondary","yes","no","unknown","may",297,-1,"no"
50,"single","tertiary","yes","no","cellular","jul",198,-1,"no"
50,"married","secondary","yes","no","telephone","jul",27,-1,"no"
39,"married","tertiary","no","no","cellular","aug",86,-1,"no"
41,"married","secondary","no","no","cellular","nov",90,-1,"no"
33,"single","secondary","yes","no","cellular","apr",97,-1,"no"
31,"single","secondary","yes","no","unknown","jun",213,-1,"no"
52,"married","tertiary","yes","no","cellular","jul",94,-1,"no"
75,"married","secondary","no","no","telephone","aug",416,-1,"no"
55,"married","primary","no","no","telephone","apr",222,-1,"no"
31,"single","secondary","yes","yes","cellular","jul",144,-1,"no"
56,"divorced","unknown","yes","no","cellular","jul",121,-1,"no"
60,"married","secondary","no","no","telephone","oct",138,-1,"no"
55,"married","tertiary","no","no","unknown","jun",462,-1,"no"
35,"married","secondary","yes","no","cellular","nov",340,183,"no"
35,"married","tertiary","yes","yes","cellular","oct",142,-1,"no"
60,"single","tertiary","no","no","cellular","may",730,-1,"yes"
38,"married","secondary","yes","no","cellular","may",12,-1,"no"
39,"married","tertiary","yes","no","unknown","jun",85,-1,"no"
45,"married","primary","no","no","cellular","aug",73,-1,"no"
42,"single","tertiary","no","no","cellular","aug",143,-1,"no"
42,"married","secondary","no","no","cellular","jun",133,399,"no"
53,"married","tertiary","yes","no","unknown","may",122,-1,"no"
49,"married","secondary","yes","no","cellular","feb",243,-1,"no"
43,"married","secondary","yes","yes","cellular","feb",140,-1,"no"
42,"married","primary","yes","yes","cellular","nov",611,175,"no"
43,"married","tertiary","no","no","cellular","nov",107,-1,"no"
33,"married","primary","yes","no","cellular","may",327,-1,"no"
34,"single","tertiary","yes","no","cellular","apr",143,-1,"no"
48,"married","tertiary","no","no","cellular","jan",223,-1,"no"
44,"married","unknown","yes","no","unknown","jun",118,-1,"no"
30,"single","secondary","no","no","cellular","jul",396,-1,"yes"
37,"married","primary","yes","no","cellular","apr",264,-1,"no"
40,"divorced","tertiary","yes","no","cellular","may",193,-1,"no"
37,"married","secondary","yes","no","unknown","may",215,-1,"no"
55,"divorced","tertiary","yes","no","cellular","jul",66,-1,"no"
50,"married","secondary","yes","no","unknown","may",214,-1,"no"
37,"married","unknown","yes","no","telephone","nov",178,-1,"no"
36,"married","tertiary","no","yes","cellular","aug",89,-1,"no"
39,"single","tertiary","yes","no","cellular","dec",315,210,"yes"
56,"married","tertiary","yes","yes","cellular","may",221,169,"no"
29,"married","primary","yes","no","unknown","may",33,-1,"no"
61,"married","primary","no","no","telephone","jul",186,-1,"no"
49,"married","secondary","no","no","cellular","dec",62,202,"no"
34,"married","secondary","yes","no","unknown","jun",52,-1,"no"
34,"married","secondary","yes","no","unknown","may",182,-1,"no"
30,"married","primary","yes","no","unknown","may",764,-1,"no"
31,"single","tertiary","no","no","cellular","feb",406,-1,"no"
38,"married","secondary","yes","no","unknown","may",784,-1,"no"
30,"married","secondary","yes","no","cellular","may",444,-1,"no"
42,"single","primary","yes","no","unknown","jun",69,-1,"no"
35,"married","secondary","yes","yes","cellular","jan",144,266,"no"
63,"married","secondary","no","no","cellular","may",698,316,"no"
41,"married","tertiary","no","no","cellular","aug",736,-1,"yes"
52,"married","secondary","no","yes","cellular","aug",218,-1,"no"
30,"single","secondary","no","no","cellular","aug",256,-1,"no"
50,"divorced","secondary","yes","no","telephone","apr",151,-1,"no"
31,"single","tertiary","no","no","cellular","aug",156,-1,"no"
40,"married","tertiary","no","no","cellular","sep",263,-1,"no"
59,"married","secondary","no","no","telephone","jul",175,-1,"no"
43,"married","unknown","yes","no","cellular","jul",380,-1,"no"
31,"married","tertiary","yes","yes","cellular","jul",104,-1,"no"
43,"married","tertiary","no","yes","cellular","jul",88,-1,"no"
27,"married","tertiary","no","no","cellular","feb",159,-1,"yes"
46,"married","secondary","yes","no","unknown","jun",83,-1,"no"
25,"single","secondary","no","no","telephone","jul",168,-1,"no"
55,"divorced","secondary","yes","no","cellular","jan",342,-1,"no"
40,"married","tertiary","no","no","cellular","aug",140,-1,"no"
38,"married","tertiary","yes","no","unknown","may",206,-1,"no"
29,"single","unknown","no","no","cellular","aug",173,-1,"no"
43,"married","secondary","yes","no","unknown","may",411,-1,"no"
37,"single","secondary","yes","no","unknown","may",284,-1,"no"
38,"married","secondary","yes","no","cellular","feb",123,258,"no"
62,"married","secondary","no","no","cellular","sep",123,-1,"no"
54,"divorced","secondary","no","no","cellular","feb",439,-1,"yes"
44,"married","secondary","yes","no","unknown","may",35,-1,"no"
54,"married","primary","no","no","cellular","jul",255,-1,"no"
75,"married","secondary","no","no","cellular","aug",350,182,"yes"
36,"married","tertiary","no","yes","cellular","aug",156,-1,"no"
37,"married","secondary","yes","yes","cellular","feb",77,202,"no"
43,"married","primary","yes","no","cellular","jul",63,-1,"no"
50,"married","secondary","no","no","cellular","aug",148,-1,"no"
53,"divorced","unknown","yes","no","unknown","jun",676,-1,"no"
51,"married","secondary","no","no","telephone","jul",183,-1,"no"
37,"single","secondary","yes","no","unknown","may",200,-1,"no"
40,"married","secondary","yes","no","cellular","nov",280,-1,"no"
45,"married","tertiary","no","no","cellular","nov",401,-1,"no"
57,"married","primary","yes","no","telephone","apr",137,-1,"no"
58,"married","secondary","no","no","cellular","jan",339,-1,"no"
32,"single","secondary","yes","no","cellular","nov",268,-1,"no"
35,"single","secondary","yes","no","unknown","may",218,-1,"no"
36,"married","secondary","yes","no","cellular","jul",279,-1,"no"
31,"married","secondary","yes","no","cellular","jul",266,-1,"no"
42,"single","primary","yes","yes","unknown","may",167,-1,"no"
34,"married","secondary","yes","no","unknown","may",494,-1,"no"
38,"married","tertiary","no","no","cellular","apr",240,179,"yes"
32,"single","secondary","no","no","unknown","jun",406,-1,"no"
48,"married","secondary","no","no","cellular","jan",412,-1,"no"
35,"divorced","tertiary","yes","yes","cellular","aug",51,-1,"no"
31,"married","secondary","yes","no","cellular","jul",126,-1,"no"
73,"married","tertiary","no","no","cellular","feb",281,-1,"yes"
37,"married","primary","no","no","cellular","nov",101,80,"no"
41,"married","primary","yes","no","unknown","jun",87,-1,"no"
33,"single","secondary","no","no","cellular","aug",338,104,"yes"
59,"divorced","tertiary","no","yes","cellular","jul",136,-1,"no"
35,"married","secondary","yes","no","cellular","apr",41,-1,"no"
33,"married","secondary","yes","yes","cellular","may",172,-1,"no"
52,"married","unknown","no","no","unknown","jun",187,-1,"no"
37,"married","tertiary","no","no","cellular","jun",224,-1,"yes"
46,"married","primary","no","yes","telephone","aug",16,-1,"no"
60,"married","secondary","no","no","cellular","jul",160,-1,"no"
34,"married","tertiary","yes","no","cellular","sep",164,92,"yes"
33,"single","tertiary","no","no","cellular","aug",131,-1,"no"
52,"married","secondary","no","yes","cellular","jul",46,-1,"no"
56,"married","secondary","no","no","cellular","aug",213,-1,"no"
33,"single","tertiary","yes","no","cellular","apr",93,173,"no"
56,"married","secondary","no","no","cellular","nov",312,-1,"no"
46,"married","primary","no","no","cellular","aug",314,-1,"no"
59,"married","secondary","no","no","telephone","jul",117,-1,"no"
30,"married","secondary","yes","no","unknown","may",232,-1,"no"
46,"married","secondary","no","yes","cellular","jul",502,-1,"no"
35,"married","tertiary","yes","no","cellular","jul",151,-1,"no"
51,"single","tertiary","no","no","unknown","may",102,-1,"no"
49,"married","secondary","no","no","unknown","jun",217,-1,"no"
26,"single","secondary","no","no","cellular","may",606,345,"no"
32,"married","secondary","yes","no","unknown","may",246,-1,"no"
53,"single","secondary","no","no","cellular","nov",251,-1,"no"
50,"divorced","unknown","no","no","cellular","aug",1336,-1,"yes"
32,"single","secondary","no","no","cellular","sep",224,444,"yes"
29,"single","secondary","yes","no","cellular","feb",16,253,"no"
33,"divorced","tertiary","no","no","cellular","feb",401,-1,"no"
46,"single","tertiary","yes","no","unknown","may",98,-1,"no"
47,"married","secondary","yes","no","cellular","apr",1164,-1,"yes"
29,"single","tertiary","yes","no","cellular","may",59,-1,"no"
39,"single","secondary","no","no","unknown","jun",129,-1,"no"
36,"married","primary","no","no","unknown","may",173,-1,"no"
45,"divorced","primary","yes","no","unknown","jun",10,-1,"no"
40,"married","secondary","yes","no","cellular","may",410,-1,"no"
32,"married","secondary","no","no","cellular","aug",204,-1,"no"
28,"divorced","tertiary","yes","yes","unknown","jun",54,-1,"no"
53,"married","secondary","no","no","cellular","aug",88,-1,"no"
27,"single","secondary","yes","no","cellular","aug",75,442,"no"
40,"married","secondary","yes","no","cellular","may",350,286,"no"
77,"married","primary","no","no","telephone","feb",112,94,"no"
51,"married","secondary","yes","no","unknown","jun",84,-1,"no"
49,"married","primary","yes","no","cellular","jul",269,-1,"no"
48,"married","primary","no","no","cellular","aug",787,-1,"no"
33,"married","secondary","no","no","cellular","aug",456,-1,"yes"
31,"married","tertiary","no","no","cellular","aug",445,-1,"no"
37,"married","unknown","yes","no","cellular","nov",184,-1,"no"
60,"divorced","secondary","no","no","unknown","jun",105,-1,"no"
47,"married","secondary","no","no","cellular","aug",142,-1,"no"
39,"married","tertiary","no","no","cellular","nov",127,-1,"no"
34,"married","secondary","no","no","cellular","aug",140,-1,"no"
48,"married","secondary","no","no","cellular","jul",806,183,"yes"
29,"single","tertiary","yes","yes","cellular","jul",345,-1,"no"
29,"single","secondary","yes","no","cellular","may",19,-1,"no"
46,"married","unknown","yes","no","cellular","apr",247,-1,"no"
34,"single","secondary","no","no","cellular","aug",121,-1,"no"
31,"single","tertiary","yes","no","unknown","may",562,-1,"no"
50,"single","secondary","no","no","cellular","jul",890,-1,"yes"
47,"married","tertiary","no","no","cellular","aug",156,-1,"no"
36,"married","primary","no","no","cellular","jul",503,-1,"no"
33,"married","tertiary","no","no","cellular","feb",111,-1,"no"
41,"married","primary","yes","yes","cellular","nov",188,-1,"no"
32,"married","secondary","yes","no","cellular","jul",314,-1,"no"
31,"single","secondary","yes","no","cellular","may",306,-1,"no"
32,"married","secondary","no","no","cellular","sep",440,280,"yes"
28,"single","tertiary","yes","no","cellular","jun",509,-1,"yes"
32,"married","secondary","yes","no","cellular","jul",41,-1,"no"
37,"married","primary","yes","no","unknown","may",194,-1,"no"
57,"married","tertiary","no","no","cellular","aug",135,-1,"no"
38,"married","secondary","yes","no","cellular","sep",210,92,"yes"
28,"single","secondary","no","no","cellular","jul",306,-1,"no"
35,"married","tertiary","no","no","cellular","aug",591,-1,"no"
31,"single","tertiary","yes","no","cellular","apr",187,-1,"no"
37,"divorced","secondary","yes","yes","cellular","apr",185,-1,"no"
41,"divorced","secondary","no","no","cellular","jan",191,-1,"no"
48,"single","primary","yes","no","cellular","apr",193,-1,"no"
51,"married","secondary","yes","no","cellular","may",301,-1,"no"
42,"married","tertiary","no","no","cellular","aug",296,-1,"no"
49,"divorced","secondary","yes","yes","cellular","nov",50,-1,"no"
33,"married","secondary","yes","no","unknown","jul",331,-1,"no"
44,"divorced","secondary","no","no","unknown","jun",110,-1,"no"
48,"divorced","secondary","no","no","cellular","aug",520,-1,"no"
49,"married","primary","yes","yes","unknown","may",161,-1,"no"
47,"married","secondary","no","no","cellular","aug",73,105,"no"
41,"divorced","tertiary","yes","no","cellular","apr",134,-1,"no"
30,"married","tertiary","no","no","cellular","may",781,89,"yes"
45,"married","primary","yes","no","telephone","may",258,-1,"no"
41,"divorced","primary","yes","no","cellular","may",176,-1,"no"
34,"married","secondary","yes","yes","cellular","jul",119,-1,"no"
38,"divorced","secondary","yes","no","cellular","apr",84,-1,"no"
54,"single","tertiary","yes","no","cellular","jul",132,-1,"no"
