age,marital,education,housing,loan,contact,month,duration,pdays,TermDeposit,contacted_before
33,married,secondary,yes,yes,cellular,may,172,,no,0
52,married,unknown,no,no,unknown,jun,187,,no,0
37,married,tertiary,no,no,cellular,jun,224,,yes,0
46,married,primary,no,yes,telephone,aug,16,,no,0
60,married,secondary,no,no,cellular,jul,160,,no,0
34,married,tertiary,yes,no,cellular,sep,164,92.0,yes,1
33,single,tertiary,no,no,cellular,aug,131,,no,0
52,married,secondary,no,yes,cellular,jul,46,,no,0
56,married,secondary,no,no,cellular,aug,213,,no,0
33,single,tertiary,yes,no,cellular,apr,93,173.0,no,1
56,married,secondary,no,no,cellular,nov,312,,no,0
46,married,primary,no,no,cellular,aug,314,,no,0
59,married,secondary,no,no,telephone,jul,117,,no,0
30,married,secondary,yes,no,unknown,may,232,,no,0
46,married,secondary,no,yes,cellular,jul,502,,no,0
35,married,tertiary,yes,no,cellular,jul,151,,no,0
51,single,tertiary,no,no,unknown,may,102,,no,0
49,married,secondary,no,no,unknown,jun,217,,no,0
26,single,secondary,no,no,cellular,may,606,345.0,no,1
32,married,secondary,yes,no,unknown,may,246,,no,0
53,single,secondary,no,no,cellular,nov,251,,no,0
50,divorced,unknown,no,no,cellular,aug,1336,,yes,0
32,single,secondary,no,no,cellular,sep,224,444.0,yes,1
29,single,secondary,yes,no,cellular,feb,16,253.0,no,1
33,divorced,tertiary,no,no,cellular,feb,401,,no,0
46,single,tertiary,yes,no,unknown,may,98,,no,0
47,married,secondary,yes,no,cellular,apr,1164,,yes,0
29,single,tertiary,yes,no,cellular,may,59,,no,0
39,single,secondary,no,no,unknown,jun,129,,no,0
36,married,primary,no,no,unknown,may,173,,no,0
45,divorced,primary,yes,no,unknown,jun,10,,no,0
40,married,secondary,yes,no,cellular,may,410,,no,0
32,married,secondary,no,no,cellular,aug,204,,no,0
28,divorced,tertiary,yes,yes,unknown,jun,54,,no,0
53,married,secondary,no,no,cellular,aug,88,,no,0
27,single,secondary,yes,no,cellular,aug,75,442.0,no,1
40,married,secondary,yes,no,cellular,may,350,286.0,no,1
77,married,primary,no,no,telephone,feb,112,94.0,no,1
51,married,secondary,yes,no,unknown,jun,84,,no,0
49,married,primary,yes,no,cellular,jul,269,,no,0
48,married,primary,no,no,cellular,aug,787,,no,0
33,married,secondary,no,no,cellular,aug,456,,yes,0
31,married,tertiary,no,no,cellular,aug,445,,no,0
37,married,unknown,yes,no,cellular,nov,184,,no,0
60,divorced,secondary,no,no,unknown,jun,105,,no,0
47,married,secondary,no,no,cellular,aug,142,,no,0
39,married,tertiary,no,no,cellular,nov,127,,no,0
34,married,secondary,no,no,cellular,aug,140,,no,0
48,married,secondary,no,no,cellular,jul,806,183.0,yes,1
29,single,tertiary,yes,yes,cellular,jul,345,,no,0
29,single,secondary,yes,no,cellular,may,19,,no,0
46,married,unknown,yes,no,cellular,apr,247,,no,0
34,single,secondary,no,no,cellular,aug,121,,no,0
31,single,tertiary,yes,no,unknown,may,562,,no,0
50,single,secondary,no,no,cellular,jul,890,,yes,0
47,married,tertiary,no,no,cellular,aug,156,,no,0
36,married,primary,no,no,cellular,jul,503,,no,0
33,married,tertiary,no,no,cellular,feb,111,,no,0
41,married,primary,yes,yes,cellular,nov,188,,no,0
32,married,secondary,yes,no,cellular,jul,314,,no,0
31,single,secondary,yes,no,cellular,may,306,,no,0
32,married,secondary,no,no,cellular,sep,440,280.0,yes,1
28,single,tertiary,yes,no,cellular,jun,509,,yes,0
32,married,secondary,yes,no,cellular,jul,41,,no,0
37,married,primary,yes,no,unknown,may,194,,no,0
57,married,tertiary,no,no,cellular,aug,135,,no,0
38,married,secondary,yes,no,cellular,sep,210,92.0,yes,1
28,single,secondary,no,no,cellular,jul,306,,no,0
35,married,tertiary,no,no,cellular,aug,591,,no,0
31,single,tertiary,yes,no,cellular,apr,187,,no,0
37,divorced,secondary,yes,yes,cellular,apr,185,,no,0
41,divorced,secondary,no,no,cellular,jan,191,,no,0
48,single,primary,yes,no,cellular,apr,193,,no,0
51,married,secondary,yes,no,cellular,may,301,,no,0
42,married,tertiary,no,no,cellular,aug,296,,no,0
49,divorced,secondary,yes,yes,cellular,nov,50,,no,0
33,married,secondary,yes,no,unknown,jul,331,,no,0
44,divorced,secondary,no,no,unknown,jun,110,,no,0
48,divorced,secondary,no,no,cellular,aug,520,,no,0
49,married,primary,yes,yes,unknown,may,161,,no,0
47,married,secondary,no,no,cellular,aug,73,105.0,no,1
41,divorced,tertiary,yes,no,cellular,apr,134,,no,0
30,married,tertiary,no,no,cellular,may,781,89.0,yes,1
45,married,primary,yes,no,telephone,may,258,,no,0
41,divorced,primary,yes,no,cellular,may,176,,no,0
34,married,secondary,yes,yes,cellular,jul,119,,no,0
38,divorced,secondary,yes,no,cellular,apr,84,,no,0
54,single,tertiary,yes,no,cellular,jul,132,,no,0
41,married,secondary,yes,no,cellular,apr,47,338.0,no,1
30,single,tertiary,no,no,cellular,jun,116,,no,0
41,married,secondary,yes,no,telephone,jul,141,,no,0
34,married,secondary,no,no,cellular,feb,270,,no,0
41,divorced,secondary,no,no,cellular,aug,429,,no,0
32,married,secondary,yes,no,unknown,jun,409,,no,0
39,married,secondary,no,no,unknown,jun,160,,no,0
38,divorced,unknown,yes,no,cellular,nov,96,,no,0
28,married,tertiary,yes,no,cellular,jul,475,,no,0
29,married,secondary,no,no,cellular,jan,510,,no,0
40,married,primary,yes,no,unknown,may,109,,no,0
49,married,primary,yes,yes,unknown,jun,213,,no,0
33,single,tertiary,yes,no,unknown,may,897,,no,0
32,single,tertiary,no,no,cellular,aug,31,,no,0
35,married,secondary,no,yes,cellular,nov,11,,no,0
32,married,secondary,yes,yes,cellular,jul,131,,no,0
31,divorced,tertiary,no,no,cellular,feb,132,,yes,0
30,divorced,secondary,yes,no,unknown,may,188,,no,0
41,married,primary,yes,no,cellular,jul,171,,no,0
41,divorced,secondary,yes,yes,cellular,may,197,,no,0
33,married,secondary,no,no,cellular,aug,26,,no,0
30,married,secondary,yes,yes,cellular,may,524,370.0,no,1
53,married,primary,no,no,cellular,jun,217,,no,0
29,married,tertiary,yes,no,unknown,may,233,,no,0
37,married,secondary,yes,no,cellular,may,304,173.0,no,1
30,single,tertiary,yes,no,cellular,jul,140,424.0,yes,1
39,married,primary,no,no,unknown,jun,59,,no,0
39,married,secondary,yes,no,cellular,jan,82,,no,0
43,single,secondary,no,yes,cellular,feb,193,199.0,no,1
35,married,tertiary,yes,no,cellular,jul,654,,yes,0
30,single,tertiary,no,no,cellular,jun,393,,yes,0
37,married,secondary,yes,no,cellular,sep,234,149.0,no,1
38,divorced,secondary,yes,no,cellular,may,44,275.0,no,1
34,married,secondary,yes,no,cellular,apr,712,344.0,yes,1
31,married,secondary,yes,no,unknown,jun,184,,no,0
39,married,tertiary,no,no,cellular,oct,206,168.0,no,1
27,single,secondary,yes,no,cellular,may,141,343.0,no,1
28,married,secondary,yes,no,unknown,may,262,,no,0
28,single,secondary,yes,no,cellular,jul,295,,no,0
48,divorced,secondary,no,no,cellular,jul,111,,no,0
55,divorced,tertiary,no,no,cellular,aug,129,,no,0
56,divorced,tertiary,no,no,cellular,jul,376,,no,0
55,divorced,tertiary,no,yes,cellular,apr,124,28.0,no,1
46,married,tertiary,yes,no,cellular,may,462,359.0,no,1
49,married,primary,no,no,cellular,jul,227,,no,0
45,single,secondary,yes,no,cellular,apr,1010,326.0,no,1
45,married,secondary,yes,yes,unknown,may,268,,no,0
62,married,secondary,no,no,cellular,feb,94,184.0,yes,1
31,single,secondary,yes,no,cellular,apr,132,,no,0
33,single,tertiary,no,yes,cellular,oct,259,,no,0
52,single,tertiary,no,no,cellular,aug,1223,,yes,0
34,married,tertiary,no,no,cellular,sep,278,132.0,yes,1
40,married,secondary,no,no,unknown,jun,96,,no,0
33,single,secondary,yes,no,cellular,may,123,360.0,no,1
44,married,secondary,yes,no,cellular,may,27,,no,0
35,single,secondary,yes,no,cellular,apr,359,,no,0
32,married,tertiary,yes,no,cellular,may,77,,no,0
49,married,tertiary,no,no,unknown,jun,128,,no,0
34,married,secondary,yes,no,cellular,aug,238,,no,0
48,single,secondary,yes,no,cellular,jul,281,,no,0
36,single,unknown,no,no,cellular,apr,398,,yes,0
57,married,secondary,no,yes,cellular,jul,171,,no,0
51,married,secondary,yes,no,cellular,jul,117,,no,0
41,married,primary,yes,no,unknown,may,134,,no,0
30,married,tertiary,no,no,cellular,aug,82,,no,0
37,married,secondary,yes,no,telephone,nov,42,,no,0
27,single,primary,no,no,cellular,jan,197,,no,0
34,single,tertiary,no,no,cellular,aug,57,,no,0
24,single,secondary,yes,no,unknown,jun,465,,yes,0
45,married,tertiary,no,yes,cellular,aug,92,,no,0
38,single,secondary,no,no,cellular,nov,357,93.0,yes,1
44,divorced,secondary,yes,yes,unknown,jul,51,,no,0
54,married,primary,no,no,cellular,may,143,,no,0
33,divorced,secondary,yes,no,cellular,jul,184,,no,0
53,single,unknown,no,no,unknown,may,140,,no,0
48,married,secondary,yes,no,cellular,apr,87,318.0,no,1
50,married,secondary,no,yes,cellular,aug,867,,no,0
33,married,secondary,no,no,cellular,apr,110,,yes,0
37,divorced,secondary,yes,yes,cellular,jul,154,,no,0
47,divorced,tertiary,no,no,cellular,aug,483,,no,0
30,married,secondary,yes,no,cellular,jul,662,,yes,0
33,single,tertiary,yes,no,unknown,may,558,,no,0
32,single,tertiary,no,no,cellular,nov,272,,no,0
51,married,secondary,no,no,cellular,aug,498,,no,0
38,married,tertiary,no,no,cellular,apr,281,141.0,no,1
47,married,secondary,yes,no,cellular,aug,156,,no,0
30,single,secondary,no,no,unknown,jun,674,,yes,0
31,married,tertiary,yes,no,cellular,jul,57,,no,0
35,married,tertiary,yes,yes,cellular,aug,236,,no,0
39,married,primary,yes,no,cellular,feb,190,,no,0
80,married,primary,no,no,cellular,oct,746,86.0,yes,1
30,married,tertiary,yes,no,cellular,apr,140,,no,0
40,divorced,tertiary,yes,no,unknown,may,477,,no,0
39,single,secondary,no,no,cellular,apr,277,,no,0
52,divorced,secondary,no,no,unknown,may,306,,no,0
34,single,primary,yes,no,cellular,may,350,,no,0
23,single,secondary,no,no,cellular,sep,242,114.0,no,1
36,divorced,secondary,yes,yes,unknown,may,671,,no,0
42,married,primary,no,no,cellular,apr,428,,no,0
37,married,secondary,yes,no,cellular,apr,100,,no,0
40,married,primary,yes,no,cellular,jul,1007,,yes,0
38,married,unknown,yes,no,cellular,nov,191,,no,0
45,single,primary,no,no,telephone,jul,50,,no,0
34,married,tertiary,yes,no,cellular,aug,1307,,yes,0
47,married,tertiary,yes,yes,cellular,nov,132,186.0,no,1
37,married,tertiary,yes,no,cellular,feb,207,272.0,no,1
57,married,tertiary,no,no,telephone,nov,98,,no,0
35,single,tertiary,yes,no,unknown,may,225,,no,0
50,married,secondary,yes,no,cellular,jul,88,,no,0
41,single,secondary,yes,no,unknown,may,19,,no,0
45,married,tertiary,yes,no,telephone,jul,59,,no,0
58,married,secondary,yes,no,unknown,may,325,,no,0
59,married,secondary,no,no,cellular,nov,218,,no,0
43,married,secondary,no,no,cellular,jul,335,,no,0
19,single,unknown,no,no,cellular,aug,168,182.0,yes,1
33,single,secondary,no,yes,cellular,feb,160,212.0,no,1
56,married,secondary,yes,no,unknown,may,79,,no,0
30,married,primary,yes,yes,telephone,jul,207,,no,0
49,married,secondary,yes,no,unknown,may,257,,no,0
51,married,tertiary,no,no,cellular,aug,111,,no,0
36,divorced,secondary,yes,no,unknown,may,319,,no,0
47,married,primary,no,no,unknown,jun,145,,no,0
27,single,secondary,no,no,cellular,jan,164,,no,0
36,divorced,tertiary,yes,no,cellular,apr,114,,no,0
53,married,secondary,yes,no,cellular,sep,82,293.0,no,1
35,married,tertiary,no,no,cellular,nov,240,,no,0
38,single,tertiary,no,no,cellular,jul,164,,no,0
30,married,secondary,yes,yes,cellular,nov,189,144.0,no,1
54,married,secondary,no,no,telephone,jan,123,,no,0
56,married,primary,yes,no,cellular,may,159,,no,0
34,married,secondary,no,no,unknown,may,245,,no,0
30,single,secondary,no,no,unknown,oct,7,,no,0
63,married,primary,no,no,telephone,aug,128,,yes,0
42,married,secondary,yes,no,cellular,jul,291,,no,0
33,married,tertiary,yes,no,cellular,nov,437,,no,0
47,single,secondary,yes,no,cellular,feb,36,,no,0
39,divorced,secondary,yes,no,cellular,feb,108,,no,0
34,married,secondary,yes,no,unknown,may,83,,no,0
27,single,secondary,yes,yes,cellular,may,113,,no,0
39,married,primary,no,no,cellular,feb,306,,no,0
35,married,primary,yes,yes,telephone,jul,38,,no,0
41,married,primary,yes,yes,unknown,may,181,,no,0
30,married,secondary,yes,yes,unknown,may,108,,no,0
31,single,tertiary,no,no,unknown,may,95,,no,0
49,married,tertiary,yes,no,cellular,may,813,,yes,0
31,married,tertiary,yes,no,cellular,jul,169,,no,0
37,married,secondary,yes,yes,unknown,may,98,,no,0
31,single,secondary,no,no,telephone,jan,528,,no,0
46,divorced,secondary,no,yes,cellular,aug,314,,no,0
30,married,tertiary,yes,no,cellular,may,97,298.0,no,1
34,single,tertiary,no,no,telephone,nov,39,,no,0
39,divorced,tertiary,yes,no,cellular,may,40,,no,0
29,married,secondary,yes,no,cellular,may,342,,no,0
39,married,secondary,yes,no,unknown,may,425,,no,0
49,married,tertiary,yes,no,cellular,nov,218,,no,0
39,married,secondary,yes,no,cellular,may,9,349.0,no,1
44,married,secondary,no,no,unknown,jun,27,,no,0
35,single,tertiary,yes,no,cellular,nov,12,,no,0
39,single,secondary,yes,yes,telephone,nov,1158,,yes,0
56,married,unknown,yes,yes,cellular,may,135,,no,0
54,married,secondary,no,no,cellular,nov,464,192.0,yes,1
26,single,secondary,yes,no,cellular,jul,36,,no,0
37,single,secondary,yes,no,cellular,nov,39,182.0,no,1
43,married,secondary,no,no,cellular,jul,183,,no,0
38,married,secondary,no,no,cellular,feb,226,,no,0
52,married,secondary,yes,no,unknown,may,167,,no,0
34,single,secondary,no,no,cellular,aug,214,,no,0
41,married,secondary,yes,no,unknown,may,129,,no,0
51,married,tertiary,no,no,cellular,aug,42,,no,0
59,married,primary,no,no,cellular,aug,77,,no,0
58,married,tertiary,no,no,unknown,jun,204,,no,0
51,married,secondary,yes,no,unknown,may,309,,no,0
31,single,secondary,no,no,cellular,aug,123,,no,0
52,married,secondary,no,yes,unknown,jun,44,,no,0
38,single,secondary,no,no,cellular,jul,452,,no,0
37,married,secondary,no,yes,unknown,may,49,,no,0
33,married,secondary,yes,no,cellular,feb,439,,no,0
25,married,secondary,yes,no,unknown,may,331,,no,0
35,married,secondary,yes,no,unknown,may,363,,no,0
52,divorced,tertiary,no,no,cellular,jul,335,,no,0
25,single,tertiary,yes,no,unknown,may,109,,no,0
58,married,secondary,yes,no,cellular,may,197,370.0,no,1
35,divorced,tertiary,no,no,cellular,aug,100,,no,0
46,married,unknown,yes,no,cellular,jul,49,,no,0
53,married,tertiary,no,no,telephone,jan,173,2.0,no,1
40,married,secondary,yes,no,cellular,may,55,298.0,no,1
55,married,primary,yes,no,unknown,may,144,,no,0
52,married,secondary,yes,no,cellular,may,276,364.0,no,1
34,single,secondary,yes,no,cellular,jul,578,,yes,0
26,single,secondary,no,no,cellular,jul,128,,no,0
54,married,tertiary,no,yes,cellular,feb,47,265.0,no,1
36,married,tertiary,yes,yes,cellular,nov,160,,no,0
45,married,secondary,no,no,cellular,aug,210,,no,0
43,divorced,tertiary,no,no,cellular,aug,67,,no,0
38,married,secondary,yes,no,unknown,jun,215,,no,0
42,single,primary,yes,no,unknown,may,118,,no,0
41,single,secondary,yes,no,unknown,may,2177,,no,0
43,married,secondary,yes,no,unknown,may,285,,no,0
39,divorced,tertiary,yes,no,cellular,nov,255,126.0,no,1
32,married,secondary,yes,no,unknown,may,104,,no,0
54,divorced,tertiary,no,yes,telephone,jul,86,,no,0
36,single,secondary,yes,no,cellular,aug,153,102.0,no,1
50,married,primary,no,no,unknown,jun,95,,no,0
45,married,secondary,yes,no,unknown,jun,71,,no,0
35,married,secondary,yes,yes,unknown,may,371,,no,0
45,married,primary,no,no,telephone,jul,156,,no,0
54,married,secondary,no,yes,cellular,jul,2029,,yes,0
51,married,secondary,yes,yes,cellular,feb,71,205.0,no,1
36,married,tertiary,no,no,cellular,jul,246,,no,0
41,single,secondary,yes,no,telephone,jul,153,,no,0
45,married,tertiary,no,no,cellular,aug,52,,no,0
35,single,secondary,no,no,cellular,aug,259,,no,0
30,single,tertiary,yes,no,unknown,may,209,,no,0
39,married,primary,yes,no,cellular,nov,219,182.0,no,1
40,married,secondary,no,yes,cellular,jul,36,,no,0
25,married,secondary,yes,no,cellular,may,333,330.0,no,1
52,married,tertiary,yes,no,unknown,jun,574,,no,0
50,married,primary,yes,no,cellular,apr,105,,no,0
39,married,secondary,no,no,cellular,jul,100,,no,0
47,divorced,tertiary,yes,yes,unknown,may,513,,no,0
35,single,secondary,yes,no,cellular,aug,52,92.0,no,1
27,single,secondary,yes,yes,unknown,may,694,,yes,0
54,divorced,secondary,no,no,cellular,feb,39,,no,0
33,married,secondary,no,no,cellular,aug,90,,no,0
60,married,secondary,yes,no,unknown,jun,94,,no,0
46,married,secondary,yes,no,cellular,may,28,,no,0
56,married,secondary,yes,yes,cellular,may,102,349.0,no,1
61,married,unknown,no,no,telephone,jul,270,178.0,yes,1
39,divorced,secondary,no,no,unknown,jun,67,,no,0
45,divorced,secondary,no,no,cellular,aug,88,,no,0
76,divorced,primary,no,no,cellular,sep,475,,yes,0
26,single,secondary,yes,no,cellular,may,68,371.0,no,1
46,married,secondary,yes,yes,unknown,may,116,,no,0
54,single,secondary,yes,yes,cellular,nov,120,171.0,no,1
31,single,secondary,yes,no,unknown,may,90,,no,0
36,single,tertiary,yes,no,cellular,may,185,350.0,no,1
57,divorced,secondary,yes,no,cellular,jul,547,,no,0
55,married,secondary,no,no,telephone,may,148,308.0,no,1
42,married,unknown,yes,no,cellular,jul,152,,no,0
34,married,secondary,yes,no,cellular,nov,145,,no,0
33,married,tertiary,no,yes,cellular,aug,111,,no,0
28,single,secondary,yes,no,unknown,may,277,,no,0
35,single,primary,yes,no,cellular,feb,605,,no,0
25,married,tertiary,no,no,cellular,feb,52,,no,0
44,single,secondary,yes,no,cellular,apr,582,,no,0
36,single,tertiary,no,no,cellular,aug,220,,yes,0
31,married,tertiary,yes,no,cellular,jul,109,,no,0
52,married,secondary,no,no,cellular,nov,96,,no,0
49,married,secondary,yes,no,cellular,apr,303,331.0,no,1
52,divorced,secondary,no,yes,cellular,nov,276,122.0,no,1
39,married,secondary,no,no,cellular,nov,177,,no,0
37,single,tertiary,no,no,cellular,nov,175,200.0,yes,1
29,single,secondary,no,no,cellular,jan,194,,no,0
48,married,unknown,no,no,cellular,aug,429,,no,0
31,married,secondary,yes,yes,cellular,apr,126,148.0,no,1
36,single,tertiary,no,no,cellular,feb,230,,no,0
60,married,primary,yes,no,unknown,may,103,,no,0
48,married,tertiary,yes,no,cellular,feb,245,,yes,0
38,single,tertiary,yes,no,cellular,nov,134,110.0,no,1
53,married,primary,no,no,cellular,apr,168,,no,0
36,married,tertiary,yes,no,unknown,may,147,,no,0
45,married,secondary,yes,no,cellular,may,277,,no,0
26,single,secondary,yes,no,unknown,may,228,,no,0
61,married,primary,yes,yes,telephone,aug,280,,no,0
41,divorced,secondary,yes,no,cellular,feb,232,211.0,no,1
33,single,tertiary,no,no,cellular,aug,211,,no,0
33,married,tertiary,no,no,cellular,aug,172,,no,0
53,married,secondary,no,yes,cellular,aug,112,,no,0
36,single,secondary,yes,no,unknown,jun,243,,no,0
35,married,primary,no,no,unknown,jun,330,,no,0
45,married,tertiary,yes,no,cellular,nov,517,187.0,no,1
42,married,secondary,yes,yes,cellular,may,155,282.0,no,1
48,married,secondary,yes,no,unknown,may,220,,no,0
37,single,secondary,yes,no,cellular,may,146,,no,0
55,married,secondary,yes,no,unknown,may,74,,no,0
37,single,tertiary,no,no,cellular,nov,158,114.0,no,1
61,married,primary,no,no,cellular,aug,197,,no,0
48,single,primary,no,no,unknown,jun,71,,no,0
47,married,primary,no,no,cellular,nov,108,,no,0
36,married,secondary,yes,no,cellular,apr,108,,no,0
25,single,tertiary,no,no,cellular,may,88,,no,0
37,married,secondary,yes,no,cellular,nov,99,,no,0
37,married,secondary,no,no,cellular,aug,144,,no,0
54,single,secondary,yes,no,cellular,may,12,,no,0
38,married,primary,yes,yes,cellular,may,317,,no,0
31,single,secondary,no,no,cellular,jan,229,,no,0
49,divorced,tertiary,yes,no,unknown,may,152,,no,0
31,single,primary,yes,no,unknown,may,178,,no,0
32,married,primary,yes,no,unknown,may,23,,no,0
32,married,secondary,yes,no,cellular,may,104,,no,0
35,single,tertiary,yes,yes,cellular,jul,85,,no,0
29,married,secondary,yes,no,unknown,may,305,,no,0
44,married,primary,yes,no,unknown,may,197,,no,0
49,married,secondary,yes,no,unknown,may,264,,no,0
33,married,secondary,no,no,cellular,aug,53,,no,0
54,married,primary,yes,no,cellular,jul,357,,no,0
34,married,secondary,yes,yes,cellular,apr,161,253.0,no,1
